,번호,성별,지역,독서빈도,선호도,종이책 독서량,전자책 독서량,오디오북 독서량,도서 선택 시 이용정보1,도서 선택 시 이용정보2,도서 입수경로1,도서 입수경로2,초등 선호분야1,초등 선호분야2,초등 선호분야3,중고등 선호분야1,중고등 선호분야2,중고등 선호분야3,학교 밖 도서관 이용 여부,학교 밖 주이용 도서관1,학교 밖 주이용 도서관2,월 이용횟수,연 이용횟수,이용 목적,비이용 이유,코로나 이후 종이책 독서 증감,코로나 이후 전자책 독서 증감,코로나 이후 웹소설 독서 증감,코로나 이후 오디오북 독서 증감,코로나 이후 독서량,코로나 이후 도서관 방문,코로나 이후 전자도서관 이용
80,81,여,경기,한 달에 한두 번,약간 좋아한다,7,2,0,베스트셀러,"인터넷의 책 소개, 광고",집에 있는 책,직접 구입,-1,-1,-1,2,"연예, 오락, 스포츠, 취미, 여행 ",8,있다,공공도서관,작은도서관,1,-1,독서 및 도서 대출,-1,약간 증가,변함 없음,약간 증가,변함 없음,약간 증가,약간 감소,변함 없음
81,82,여,경기,매일,매우 좋아한다,35,10,0,"서점, 도서관 등에서 책을 직접 보고","가족, 선생님, 친구 추천",학교 밖 도서관,기타,-1,-1,-1,2,"과학, 기술, 컴퓨터",-1,있다,공공도서관,작은도서관,7,-1,기타,-1,매우 감소,변함 없음,매우 증가,9,매우 감소,매우 감소,변함 없음
82,83,남,경기,몇 달에 한번,약간 싫어한다,1,0,0,각종 기관의 추천도서,"서점, 도서관 등에서 책을 직접 보고",주위 사람에게 대여,집에 있는 책,-1,-1,-1,2,"역사, 지리",1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음
83,84,남,경기,매일,약간 좋아한다,9,0,0,"서점, 도서관 등에서 책을 직접 보고",각종 기관의 추천도서,직접 구입,집에 있는 책,-1,-1,-1,9,"정치, 사회, 시사",2,있다,공공도서관,작은도서관,2,-1,시험 공부,-1,약간 감소,변함 없음,변함 없음,변함 없음,약간 감소,약간 증가,변함 없음
84,85,여,경기,매일,매우 좋아한다,10,7,0,"서점, 도서관 등에서 책을 직접 보고",베스트셀러,직접 구입,집에 있는 책,-1,-1,-1,2,"역사, 지리",4,있다,공공도서관,작은도서관,-1,5,독서 및 도서 대출,-1,약간 증가,매우 감소,약간 증가,매우 감소,변함 없음,약간 감소,약간 감소
85,86,남,경기,한 달에 한두 번,약간 좋아한다,4,0,0,"서점, 도서관 등에서 책을 직접 보고","인터넷의 책 소개, 광고",주위 사람에게 대여,직접 구입,-1,-1,-1,2,시,4,있다,공공도서관,어린이도서관,-1,5,시험 공부,-1,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음
86,87,남,경기,한 달에 한두 번,약간 좋아한다,20,5,5,"인터넷의 책 소개, 광고",베스트셀러,직접 구입,학교 도서관,-1,-1,-1,14,소설,12,있다,공공도서관,어린이도서관,2,-1,독서 및 도서 대출,-1,약간 증가,약간 감소,약간 감소,약간 감소,변함 없음,약간 감소,약간 감소
87,88,남,경기,일주일에 한두 번,매우 좋아한다,10,0,0,"가족, 선생님, 친구 추천","서점, 도서관 등에서 책을 직접 보고",부모님이 사다 주신다,집에 있는 책,-1,-1,-1,2,수필,1,있다,공공도서관,어린이도서관,1,-1,독서 및 도서 대출,-1,매우 증가,변함 없음,변함 없음,변함 없음,매우 증가,변함 없음,변함 없음
88,89,남,경기,몇 달에 한번,약간 싫어한다,1,0,0,"서점, 도서관 등에서 책을 직접 보고","가족, 선생님, 친구 추천",직접 구입,집에 있는 책,-1,-1,-1,2,"연예, 오락, 스포츠, 취미, 여행 ",14,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음
89,90,여,경기,매일,약간 좋아한다,25,0,0,각종 기관의 추천도서,"서점, 도서관 등에서 책을 직접 보고",학교 밖 도서관,직접 구입,-1,-1,-1,2,자기계발서,7,있다,공공도서관,어린이도서관,2,-1,독서 및 도서 대출,-1,매우 증가,변함 없음,변함 없음,변함 없음,약간 증가,변함 없음,약간 증가
90,91,여,경기,매일,매우 좋아한다,35,3,0,기타,"가족, 선생님, 친구 추천",학교 밖 도서관,직접 구입,-1,-1,-1,15,소설,8,있다,공공도서관,작은도서관,2,-1,독서 및 도서 대출,-1,약간 증가,약간 증가,변함 없음,변함 없음,약간 증가,약간 증가,매우 증가
91,92,남,경기,한 달에 한두 번,약간 좋아한다,10,2,0,"서점, 도서관 등에서 책을 직접 보고","가족, 선생님, 친구 추천",부모님이 사다 주신다,직접 구입,-1,-1,-1,2,"철학, 사상, 종교",6,있다,공공도서관,작은도서관,-1,3,독서 및 도서 대출,-1,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음
92,93,남,경기,일주일에 한두 번,보통이다,50,2,0,기타,베스트셀러,부모님이 사다 주신다,학교 밖 도서관,-1,-1,-1,9,"정치, 사회, 시사",7,있다,공공도서관,작은도서관,1,-1,기타,-1,약간 증가,변함 없음,매우 증가,변함 없음,약간 증가,매우 감소,매우 감소
93,94,여,전북,몇 달에 한번,보통이다,3,1,0,SNS 책 소개,"가족, 선생님, 친구 추천",직접 구입,주위 사람에게 대여,-1,-1,-1,2,"예술, 문화",-1,없다,-1,-1,-1,-1,-1,집에서 멀다,변함 없음,약간 증가,약간 증가,변함 없음,약간 증가,약간 감소,약간 감소
94,95,여,전북,몇 달에 한번,보통이다,2,0,0,베스트셀러,"서점, 도서관 등에서 책을 직접 보고",학교 밖 도서관,직접 구입,-1,-1,-1,2,"연예, 오락, 스포츠, 취미, 여행 ",5,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,약간 감소,매우 감소,매우 감소,매우 감소,약간 감소,변함 없음,매우 감소
95,96,여,전북,몇 달에 한번,보통이다,4,2,0,"서점, 도서관 등에서 책을 직접 보고",SNS 책 소개,집에 있는 책,직접 구입,-1,-1,-1,2,"연예, 오락, 스포츠, 취미, 여행 ",13,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,약간 증가,약간 증가,변함 없음,변함 없음,변함 없음,변함 없음
96,97,여,전북,몇 달에 한번,약간 좋아한다,15,10,0,"인터넷의 책 소개, 광고","드라마, 영화의 원작",직접 구입,선물,-1,-1,-1,12,소설,14,있다,공공도서관,작은도서관,1,-1,시험 공부,-1,약간 감소,약간 감소,약간 감소,약간 감소,약간 감소,변함 없음,변함 없음
97,98,여,전북,일주일에 한두 번,약간 좋아한다,1,2,0,"드라마, 영화의 원작","유튜브, 책방송 팟캐스트의 책 소개",직접 구입,부모님이 사다 주신다,-1,-1,-1,2,시,3,없다,-1,-1,-1,-1,-1,읽고 싶은 책은 사서 읽는다,약간 감소,약간 증가,매우 증가,변함 없음,매우 증가,매우 감소,약간 감소
98,99,여,전북,일주일에 한두 번,약간 좋아한다,5,6,0,"드라마, 영화의 원작",베스트셀러,집에 있는 책,직접 구입,-1,-1,-1,2,시,4,없다,-1,-1,-1,-1,-1,집에서 멀다,변함 없음,약간 증가,약간 증가,변함 없음,약간 증가,변함 없음,변함 없음
99,100,여,전북,매일,보통이다,10,20,0,"서점, 도서관 등에서 책을 직접 보고",베스트셀러,직접 구입,선물,-1,-1,-1,12,소설,14,없다,-1,-1,-1,-1,-1,집에서 멀다,변함 없음,변함 없음,약간 증가,변함 없음,약간 감소,약간 감소,변함 없음
100,101,여,전북,일주일에 한두 번,약간 싫어한다,2,5,0,베스트셀러,SNS 책 소개,직접 구입,주위 사람에게 대여,-1,-1,-1,2,시,10,있다,공공도서관,작은도서관,2,-1,시험 공부,-1,변함 없음,변함 없음,약간 증가,변함 없음,약간 증가,매우 감소,매우 감소
101,102,여,전북,매일,약간 좋아한다,40,0,0,"서점, 도서관 등에서 책을 직접 보고",베스트셀러,학교 밖 도서관,직접 구입,-1,-1,-1,2,수필,14,있다,공공도서관,작은도서관,15,-1,독서 및 도서 대출,-1,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음
102,103,여,전북,매일,약간 좋아한다,3,8,0,"서점, 도서관 등에서 책을 직접 보고",SNS 책 소개,직접 구입,학교 도서관,-1,-1,-1,2,"연예, 오락, 스포츠, 취미, 여행 ",4,있다,공공도서관,작은도서관,-1,3,독서 및 도서 대출,-1,변함 없음,변함 없음,약간 증가,변함 없음,약간 증가,변함 없음,변함 없음
103,104,여,전북,일주일에 한두 번,약간 좋아한다,2,11,0,"인터넷의 책 소개, 광고",SNS 책 소개,직접 구입,주위 사람에게 대여,-1,-1,-1,2,수필,12,없다,-1,-1,-1,-1,-1,집에서 멀다,약간 감소,변함 없음,매우 증가,변함 없음,약간 증가,변함 없음,변함 없음
104,105,남,전북,한 달에 한두 번,보통이다,4,3,0,"드라마, 영화의 원작","서점, 도서관 등에서 책을 직접 보고",직접 구입,부모님이 사다 주신다,-1,-1,-1,15,소설,9,있다,공공도서관,작은도서관,-1,3,시험 공부,-1,약간 감소,매우 증가,매우 증가,변함 없음,약간 증가,매우 감소,매우 감소
105,106,남,전북,일주일에 한두 번,매우 좋아한다,6,2,0,"서점, 도서관 등에서 책을 직접 보고","인터넷의 책 소개, 광고",직접 구입,주위 사람에게 대여,-1,-1,-1,2,"정치, 사회, 시사",7,없다,-1,-1,-1,-1,-1,집에서 멀다,매우 증가,변함 없음,변함 없음,변함 없음,매우 증가,약간 증가,변함 없음
106,107,남,전북,매일,약간 싫어한다,13,0,0,"서점, 도서관 등에서 책을 직접 보고","가족, 선생님, 친구 추천",직접 구입,부모님이 사다 주신다,-1,-1,-1,6,"철학, 사상, 종교",9,없다,-1,-1,-1,-1,-1,집에서 멀다,변함 없음,변함 없음,변함 없음,변함 없음,약간 증가,변함 없음,변함 없음
107,108,남,전북,일주일에 한두 번,약간 좋아한다,3,2,0,SNS 책 소개,"서점, 도서관 등에서 책을 직접 보고",직접 구입,학교 도서관,-1,-1,-1,2,자기계발서,5,있다,공공도서관,기타,-1,3,독서 및 도서 대출,-1,변함 없음,변함 없음,약간 증가,변함 없음,변함 없음,변함 없음,변함 없음
108,109,남,전북,매일,보통이다,5,36,0,"인터넷의 책 소개, 광고",SNS 책 소개,부모님이 사다 주신다,집에 있는 책,-1,-1,-1,12,"가정, 육아, 요리",13,없다,-1,-1,-1,-1,-1,집에서 멀다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음
109,110,남,전북,몇 달에 한번,약간 싫어한다,1,0,0,SNS 책 소개,"유튜브, 책방송 팟캐스트의 책 소개",직접 구입,학교 도서관,-1,-1,-1,12,소설,7,있다,공공도서관,작은도서관,1,-1,시험 공부,-1,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음
110,111,남,전북,매일,매우 좋아한다,12,60,0,SNS 책 소개,베스트셀러,직접 구입,학교 도서관,-1,-1,-1,2,자기계발서,1,없다,-1,-1,-1,-1,-1,집에서 멀다,매우 증가,변함 없음,매우 증가,변함 없음,매우 증가,매우 감소,매우 감소
111,112,남,전북,한 달에 한두 번,약간 좋아한다,9,0,0,"인터넷의 책 소개, 광고","서점, 도서관 등에서 책을 직접 보고",직접 구입,집에 있는 책,-1,-1,-1,2,"철학, 사상, 종교",3,있다,공공도서관,작은도서관,-1,4,독서 및 도서 대출,-1,매우 증가,변함 없음,변함 없음,변함 없음,매우 증가,약간 증가,변함 없음
112,113,남,전북,매일,매우 좋아한다,10,300,0,베스트셀러,"유튜브, 책방송 팟캐스트의 책 소개",집에 있는 책,학교 밖 도서관,-1,-1,-1,2,수필,12,없다,-1,-1,-1,-1,-1,집에서 멀다,매우 감소,매우 감소,매우 증가,매우 감소,매우 증가,변함 없음,변함 없음
113,114,남,전북,몇 달에 한번,약간 좋아한다,6,0,0,"서점, 도서관 등에서 책을 직접 보고",-1,학교 도서관,선물,-1,-1,-1,2,수필,5,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,매우 감소,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음
114,115,남,전북,매일,보통이다,3,56,0,"드라마, 영화의 원작","인터넷의 책 소개, 광고",직접 구입,학교 도서관,-1,-1,-1,15,"연예, 오락, 스포츠, 취미, 여행 ",7,없다,-1,-1,-1,-1,-1,집에서 멀다,변함 없음,변함 없음,약간 증가,변함 없음,약간 증가,약간 증가,변함 없음
115,116,남,전북,한 달에 한두 번,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음
116,117,남,전북,일주일에 한두 번,약간 좋아한다,10,1,0,"유명인, 전문가 추천",SNS 책 소개,집에 있는 책,학교 밖 도서관,-1,-1,-1,13,자기계발서,9,없다,-1,-1,-1,-1,-1,집에서 멀다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,매우 감소,변함 없음
117,118,남,전북,몇 달에 한번,보통이다,4,1,0,베스트셀러,"신문이나 잡지의 책 소개, 광고",학교 도서관,학교 밖 도서관,-1,-1,-1,2,"역사, 지리",13,있다,공공도서관,작은도서관,1,-1,독서 및 도서 대출,-1,약간 증가,변함 없음,변함 없음,변함 없음,9,변함 없음,변함 없음
118,119,여,대구,일주일에 한두 번,약간 좋아한다,200,1,0,"서점, 도서관 등에서 책을 직접 보고","드라마, 영화의 원작",부모님이 사다 주신다,학교 밖 도서관,3,"예술, 문화",11,-1,-1,-1,있다,공공도서관,작은도서관,11,-1,독서 및 도서 대출,-1,매우 증가,매우 감소,매우 감소,매우 증가,매우 증가,매우 증가,매우 증가
119,120,남,대구,매일,매우 좋아한다,90,0,0,"서점, 도서관 등에서 책을 직접 보고","가족, 선생님, 친구 추천",직접 구입,집에 있는 책,3,과학,1,-1,-1,-1,있다,공공도서관,어린이도서관,999,999,9,-1,약간 증가,변함 없음,변함 없음,변함 없음,약간 증가,변함 없음,변함 없음
120,121,남,대구,매일,보통이다,70,100,0,"가족, 선생님, 친구 추천",베스트셀러,부모님이 사다 주신다,학교 도서관,7,"역사, 위인전",11,-1,-1,-1,없다,-1,-1,-1,-1,-1,바빠서 이용할 시간이 없다,약간 증가,매우 증가,변함 없음,변함 없음,약간 증가,변함 없음,매우 증가
121,122,여,대구,일주일에 한두 번,매우 좋아한다,130,15,0,베스트셀러,"서점, 도서관 등에서 책을 직접 보고",부모님이 사다 주신다,직접 구입,3,자기계발서,4,-1,-1,-1,없다,-1,-1,-1,-1,-1,집에서 멀다,매우 증가,변함 없음,약간 증가,변함 없음,매우 증가,약간 증가,변함 없음
122,123,여,대구,일주일에 한두 번,보통이다,152,20,0,"서점, 도서관 등에서 책을 직접 보고",베스트셀러,집에 있는 책,직접 구입,11,수필,3,-1,-1,-1,있다,공공도서관,어린이도서관,999,999,9,-1,약간 증가,매우 증가,변함 없음,변함 없음,약간 증가,변함 없음,변함 없음
123,124,여,대구,매일,매우 좋아한다,110,0,0,"가족, 선생님, 친구 추천","서점, 도서관 등에서 책을 직접 보고",집에 있는 책,직접 구입,3,그림책,5,-1,-1,-1,있다,공공도서관,어린이도서관,10,-1,독서 및 도서 대출,-1,약간 증가,변함 없음,변함 없음,변함 없음,약간 증가,변함 없음,변함 없음
124,125,여,대구,매일,약간 좋아한다,150,2,11,기타,"가족, 선생님, 친구 추천",기타,집에 있는 책,11,"연예, 오락, 스포츠",3,-1,-1,-1,있다,공공도서관,기타,10,-1,9,-1,약간 증가,변함 없음,변함 없음,변함 없음,변함 없음,약간 감소,약간 감소
125,126,남,대구,매일,매우 좋아한다,140,0,0,"서점, 도서관 등에서 책을 직접 보고",베스트셀러,부모님이 사다 주신다,기타,5,동시/시,3,-1,-1,-1,있다,공공도서관,작은도서관,10,-1,기타,-1,매우 증가,매우 증가,변함 없음,변함 없음,매우 증가,매우 증가,변함 없음
126,127,남,대구,매일,보통이다,105,65,60,"가족, 선생님, 친구 추천","서점, 도서관 등에서 책을 직접 보고",집에 있는 책,학교 밖 도서관,14,동화/소설,2,-1,-1,-1,있다,어린이도서관,작은도서관,5,-1,독서 및 도서 대출,-1,변함 없음,매우 증가,약간 증가,약간 증가,약간 증가,매우 증가,매우 증가
127,128,여,대구,매일,약간 좋아한다,80,0,0,"가족, 선생님, 친구 추천",베스트셀러,학교 밖 도서관,부모님이 사다 주신다,5,그림책,3,-1,-1,-1,있다,공공도서관,어린이도서관,2,-1,시험 공부,-1,약간 증가,변함 없음,변함 없음,변함 없음,매우 증가,약간 증가,변함 없음
128,129,남,대구,매일,보통이다,98,0,0,"서점, 도서관 등에서 책을 직접 보고","가족, 선생님, 친구 추천",학교 밖 도서관,집에 있는 책,3,"철학, 논리",5,-1,-1,-1,있다,공공도서관,어린이도서관,999,999,9,-1,약간 증가,변함 없음,변함 없음,변함 없음,약간 증가,매우 증가,변함 없음
129,130,남,대구,매일,약간 좋아한다,350,100,0,"텔레비전이나 라디오의 책 소개, 광고","서점, 도서관 등에서 책을 직접 보고",부모님이 사다 주신다,집에 있는 책,5,동화/소설,9,-1,-1,-1,있다,공공도서관,작은도서관,5,-1,독서 및 도서 대출,-1,매우 증가,약간 증가,변함 없음,변함 없음,약간 증가,약간 증가,변함 없음
130,131,여,대구,매일,매우 좋아한다,200,80,0,"서점, 도서관 등에서 책을 직접 보고",베스트셀러,학교 밖 도서관,집에 있는 책,3,"역사, 위인전",10,-1,-1,-1,있다,공공도서관,-1,5,-1,독서 및 도서 대출,-1,매우 증가,약간 증가,매우 감소,매우 감소,매우 증가,매우 증가,매우 감소
131,132,여,대구,매일,매우 좋아한다,50,2,0,"인터넷의 책 소개, 광고",기타,집에 있는 책,학교 밖 도서관,5,"예술, 문화",3,-1,-1,-1,있다,공공도서관,어린이도서관,15,-1,독서 및 도서 대출,-1,약간 증가,변함 없음,변함 없음,매우 증가,변함 없음,변함 없음,변함 없음
