,번호,지역,나이,성별,독서빈도,선호도,종이책 독서량,전자책 독서량,오디오북 독서량,도서 선택 시 이용정보1,도서 선택 시 이용정보2,도서 입수경로1,도서 입수경로2,종이책 선호분야1,종이책 선호분야2,전자책 선호분야1,전자책 선호분야2,오디오북 선호분야1,오디오북 선호분야2,지난 1년 도서관 이용여부,주이용 도서관1,주이용 도서관2,월 이용빈도,연 이용빈도,이용목적,비이용 이유,코로나 이후 종이책 독서 증감,코로나 이후 전자책 독서 증감,코로나 이후 웹소설 독서 증감,코로나 이후 오디오북 독서 증감,코로나 이후 독서량,코로나 이후 도서관 방문,코로나 이후 전자도서관 이용,전자책 이용이유1,전자책 이용이유2,전자책 이용방식1,전자책 이용방식2
1731,1732,인천,67,남,일주일에 한두 번,보통이다,5,0,0,"서점, 도서관 등에서 책을 직접 보고","신문이나 잡지의 책 소개, 광고",직접 구입,집에 있는 책,"역사, 지리",재테크,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,읽고 싶은 책은 구입해서 읽는다,약간 증가,변함 없음,변함 없음,변함 없음,약간 증가,변함 없음,변함 없음,-1,-1,-1,-1
1732,1733,인천,51,남,전혀 읽지 않음,보통이다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,시간이 없다,매우 감소,변함 없음,변함 없음,변함 없음,매우 감소,변함 없음,변함 없음,-1,-1,-1,-1
1733,1734,인천,38,남,일주일에 한두 번,보통이다,3,0,0,"서점, 도서관 등에서 책을 직접 보고","신문이나 잡지의 책 소개, 광고",직접 구입,직장 비치,"경제, 경영",재테크,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,시간이 없다,약간 감소,변함 없음,변함 없음,변함 없음,약간 감소,매우 감소,매우 감소,-1,-1,-1,-1
1734,1735,인천,28,남,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,매우 감소,매우 감소,매우 감소,매우 감소,매우 감소,매우 감소,약간 감소,-1,-1,-1,-1
1735,1736,인천,36,여,전혀 읽지 않음,보통이다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,매우 감소,매우 감소,매우 감소,변함 없음,매우 감소,매우 감소,매우 감소,-1,-1,-1,-1
1736,1737,인천,57,여,일주일에 한두 번,보통이다,4,0,0,"서점, 도서관 등에서 책을 직접 보고","가족, 친구 추천",직접 구입,선물,소설,"철학, 사상, 종교",-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,읽고 싶은 책은 구입해서 읽는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
1737,1738,인천,69,여,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,매우 감소,변함 없음,변함 없음,변함 없음,매우 감소,매우 감소,변함 없음,-1,-1,-1,-1
1738,1739,인천,23,여,매일,약간 좋아한다,12,4,0,SNS 책 소개,"인터넷의 책 소개, 광고",도서관 대여,직접 구입,"어학, 외국어",자기계발서,소설,수필,-1,-1,있다,대학도서관,-1,3,-1,독서 및 도서 대출,-1,약간 증가,변함 없음,변함 없음,변함 없음,약간 증가,약간 감소,약간 감소,보관과 휴대가 편리해서,무료로 이용할 수 있어서,구매 이용,무료 이용
1739,1740,인천,46,여,매일,약간 좋아한다,3,0,12,베스트셀러,"인터넷의 책 소개, 광고",직접 구입,선물,소설,시,-1,-1,소설,"역사, 지리",없다,-1,-1,-1,-1,-1,읽을 만한 책이 없다,약간 감소,변함 없음,변함 없음,매우 증가,약간 증가,매우 감소,매우 감소,-1,-1,정기구독 이용,무료 이용
1740,1741,인천,27,여,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,시간이 없다,매우 감소,변함 없음,변함 없음,변함 없음,매우 감소,매우 감소,변함 없음,-1,-1,-1,-1
1741,1742,인천,28,여,일주일에 한두 번,보통이다,0,8,0,SNS 책 소개,"인터넷의 책 소개, 광고",직접 구입,선물,-1,-1,자기계발서,소설,-1,-1,없다,-1,-1,-1,-1,-1,시간이 없다,매우 감소,약간 증가,약간 증가,변함 없음,변함 없음,매우 감소,약간 감소,보관과 휴대가 편리해서,시간과 장소에 관계없이 이용할 수 있어서,정기구독 이용,무료 이용
1742,1743,인천,30,여,일주일에 한두 번,약간 좋아한다,8,0,0,"서점, 도서관 등에서 책을 직접 보고","인터넷의 책 소개, 광고",직접 구입,집에 있는 책,"역사, 지리",자기계발서,-1,-1,-1,-1,있다,공공도서관,-1,2,-1,독서 및 도서 대출,-1,변함 없음,변함 없음,변함 없음,변함 없음,약간 증가,약간 감소,변함 없음,-1,-1,-1,-1
1743,1744,인천,47,여,전혀 읽지 않음,보통이다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,시간이 없다,변함 없음,변함 없음,변함 없음,변함 없음,매우 감소,변함 없음,변함 없음,-1,-1,-1,-1
1744,1745,인천,46,여,일주일에 한두 번,보통이다,10,0,0,"인터넷의 책 소개, 광고",베스트셀러,도서관 대여,직접 구입,소설,"예술, 문화",-1,-1,-1,-1,있다,공공도서관,-1,1,-1,독서 및 도서 대출,-1,약간 감소,변함 없음,변함 없음,변함 없음,약간 감소,약간 감소,변함 없음,-1,-1,-1,-1
1745,1746,인천,67,여,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,매우 감소,변함 없음,변함 없음,변함 없음,매우 감소,변함 없음,변함 없음,-1,-1,-1,-1
1746,1747,인천,59,남,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
1747,1748,인천,37,남,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,시간이 없다,매우 감소,변함 없음,변함 없음,변함 없음,매우 감소,매우 감소,매우 감소,-1,-1,-1,-1
1748,1749,인천,39,남,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,매우 감소,변함 없음,변함 없음,변함 없음,매우 감소,매우 감소,변함 없음,-1,-1,-1,-1
1749,1750,인천,61,남,전혀 읽지 않음,매우 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,시간이 없다,매우 감소,변함 없음,변함 없음,변함 없음,매우 감소,변함 없음,변함 없음,-1,-1,-1,-1
1750,1751,인천,45,여,한 달에 한두 번,보통이다,2,0,0,"서점, 도서관 등에서 책을 직접 보고","가족, 친구 추천",직접 구입,직장 비치,"과학, 기술, 컴퓨터",재테크,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,시간이 없다,약간 감소,변함 없음,변함 없음,변함 없음,약간 감소,매우 감소,매우 감소,-1,-1,-1,-1
1751,1752,인천,57,여,전혀 읽지 않음,보통이다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,시간이 없다,매우 감소,매우 감소,매우 감소,변함 없음,매우 감소,매우 감소,매우 감소,-1,-1,-1,-1
1752,1753,인천,54,여,한 달에 한두 번,보통이다,3,0,0,"서점, 도서관 등에서 책을 직접 보고","가족, 친구 추천",직접 구입,선물,"철학, 사상, 종교",수필,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,집에서 멀다,약간 감소,변함 없음,변함 없음,변함 없음,약간 감소,약간 감소,약간 감소,-1,-1,-1,-1
1753,1754,인천,36,남,일주일에 한두 번,보통이다,3,0,0,"서점, 도서관 등에서 책을 직접 보고",베스트셀러,직접 구입,선물,"어학, 외국어",재테크,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,시간이 없다,약간 감소,변함 없음,변함 없음,변함 없음,약간 감소,매우 감소,매우 감소,-1,-1,-1,-1
1754,1755,인천,47,남,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,매우 감소,변함 없음,변함 없음,변함 없음,매우 감소,매우 감소,매우 감소,-1,-1,-1,-1
1755,1756,인천,28,여,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,매우 감소,약간 감소,약간 감소,변함 없음,매우 감소,매우 감소,매우 감소,-1,-1,-1,-1
1756,1757,인천,58,남,전혀 읽지 않음,매우 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,매우 감소,변함 없음,변함 없음,변함 없음,매우 감소,매우 감소,매우 감소,-1,-1,-1,-1
1757,1758,인천,41,여,일주일에 한두 번,보통이다,0,4,0,"인터넷의 책 소개, 광고",SNS 책 소개,직접 구입,선물,-1,-1,자기계발서,"가정, 육아, 요리",-1,-1,없다,-1,-1,-1,-1,-1,시간이 없다,매우 감소,약간 증가,변함 없음,변함 없음,약간 감소,매우 감소,매우 감소,보관과 휴대가 편리해서,시간과 장소에 관계없이 이용할 수 있어서,구매 이용,무료 이용
1758,1759,인천,31,남,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,매우 감소,약간 감소,약간 감소,변함 없음,매우 감소,매우 감소,매우 감소,-1,-1,-1,-1
1759,1760,인천,55,남,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,매우 감소,매우 감소,매우 감소,변함 없음,매우 감소,매우 감소,매우 감소,-1,-1,-1,-1
1760,1761,인천,68,남,전혀 읽지 않음,매우 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,매우 감소,변함 없음,변함 없음,변함 없음,매우 감소,매우 감소,매우 감소,-1,-1,-1,-1
1761,1762,인천,61,여,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,시간이 없다,매우 감소,변함 없음,변함 없음,변함 없음,매우 감소,매우 감소,변함 없음,-1,-1,-1,-1
1762,1763,인천,32,남,전혀 읽지 않음,매우 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,매우 감소,매우 감소,-1,-1,-1,-1
1763,1764,인천,35,남,일주일에 한두 번,보통이다,0,4,0,"인터넷의 책 소개, 광고",각종 기관 추천도서,직접 구입,선물,-1,-1,자기계발서,"어학, 외국어",-1,-1,없다,-1,-1,-1,-1,-1,시간이 없다,매우 감소,약간 증가,변함 없음,변함 없음,변함 없음,매우 감소,매우 감소,보관과 휴대가 편리해서,시간과 장소에 관계없이 이용할 수 있어서,구매 이용,무료 이용
1764,1765,인천,31,여,매일,약간 좋아한다,15,0,0,"서점, 도서관 등에서 책을 직접 보고",SNS 책 소개,직접 구입,도서관 대여,소설,"예술, 문화",-1,-1,-1,-1,있다,직장도서관,-1,4,-1,독서 및 도서 대출,-1,약간 증가,변함 없음,변함 없음,변함 없음,약간 증가,변함 없음,약간 증가,-1,-1,-1,-1
1765,1766,인천,43,여,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
1766,1767,인천,26,여,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,매우 감소,변함 없음,변함 없음,변함 없음,매우 감소,매우 감소,매우 감소,-1,-1,-1,-1
1767,1768,인천,59,남,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,매우 감소,변함 없음,변함 없음,변함 없음,변함 없음,매우 감소,변함 없음,-1,-1,-1,-1
1768,1769,인천,47,남,일주일에 한두 번,보통이다,3,0,0,"서점, 도서관 등에서 책을 직접 보고","인터넷의 책 소개, 광고",직접 구입,집에 있는 책,"과학, 기술, 컴퓨터","어학, 외국어",-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,시간이 없다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,매우 감소,매우 감소,-1,-1,-1,-1
1769,1770,인천,67,여,일주일에 한두 번,보통이다,2,0,0,"가족, 친구 추천","텔레비전이나 라디오의 책 소개, 광고",직접 구입,선물,"철학, 사상, 종교","취미, 오락, 여행, 건강",-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,집에서 멀다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,매우 감소,매우 감소,-1,-1,-1,-1
1770,1771,인천,27,남,일주일에 한두 번,약간 싫어한다,0,23,0,"드라마, 영화의 원작",SNS 책 소개,직접 구입,집에 있는 책,-1,-1,소설,재테크,-1,-1,없다,-1,-1,-1,-1,-1,시간이 없다,변함 없음,약간 증가,약간 증가,변함 없음,약간 증가,변함 없음,변함 없음,종이책에 없는 콘텐츠여서,좋아하는 콘텐츠가 많아서,대여 이용,구매 이용
1771,1772,인천,57,남,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
1772,1773,인천,21,남,일주일에 한두 번,약간 싫어한다,0,8,0,"신문이나 잡지의 책 소개, 광고",각종 기관 추천도서,직접 구입,주위 사람에게 대여,-1,-1,"정치, 사회, 시사",수필,-1,-1,있다,대학도서관,-1,4,-1,"공부, 학습",-1,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,종이책에 없는 콘텐츠여서,시간과 장소에 관계없이 이용할 수 있어서,대여 이용,구매 이용
1773,1774,인천,72,남,전혀 읽지 않음,보통이다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
1774,1775,인천,63,여,매일,약간 좋아한다,20,0,18,"텔레비전이나 라디오의 책 소개, 광고","가족, 친구 추천",직접 구입,주위 사람에게 대여,소설,수필,-1,-1,"철학, 사상, 종교",소설,없다,-1,-1,-1,-1,-1,집에서 멀다,약간 증가,변함 없음,변함 없음,변함 없음,약간 증가,변함 없음,변함 없음,-1,-1,구매 이용,대여 이용
1775,1776,인천,58,여,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
1776,1777,인천,36,여,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
1777,1778,인천,35,여,일주일에 한두 번,보통이다,7,13,0,"드라마, 영화의 원작","텔레비전이나 라디오의 책 소개, 광고",직접 구입,직장 비치,소설,수필,소설,수필,-1,-1,없다,-1,-1,-1,-1,-1,읽고 싶은 책은 구입해서 읽는다,변함 없음,약간 증가,약간 증가,변함 없음,약간 증가,변함 없음,변함 없음,시간과 장소에 관계없이 이용할 수 있어서,보관과 휴대가 편리해서,대여 이용,구매 이용
1778,1779,인천,68,여,전혀 읽지 않음,보통이다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
1779,1780,인천,42,여,전혀 읽지 않음,보통이다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
1780,1781,인천,58,남,한 달에 한두 번,보통이다,4,0,0,"서점, 도서관 등에서 책을 직접 보고","신문이나 잡지의 책 소개, 광고",직접 구입,직장 비치,"정치, 사회, 시사",재테크,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,집에서 멀다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
1781,1782,인천,58,여,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,시간이 없다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,약간 감소,변함 없음,-1,-1,-1,-1
1782,1783,인천,66,여,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,집에서 멀다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
1783,1784,인천,40,남,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
1784,1785,인천,66,여,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,집에서 멀다,변함 없음,변함 없음,변함 없음,변함 없음,약간 감소,변함 없음,변함 없음,-1,-1,-1,-1
1785,1786,인천,36,남,일주일에 한두 번,보통이다,0,7,0,"인터넷의 책 소개, 광고","유명인, 전문가 추천",직접 구입,주위 사람에게 대여,-1,-1,소설,"정치, 사회, 시사",-1,-1,없다,-1,-1,-1,-1,-1,시간이 없다,약간 감소,약간 증가,약간 증가,변함 없음,변함 없음,변함 없음,변함 없음,보관과 휴대가 편리해서,좋아하는 콘텐츠가 많아서,구매 이용,무료 이용
1786,1787,인천,29,여,일주일에 한두 번,약간 좋아한다,0,10,0,"인터넷의 책 소개, 광고","유명인, 전문가 추천",직접 구입,주위 사람에게 대여,-1,-1,소설,"정치, 사회, 시사",-1,-1,없다,-1,-1,-1,-1,-1,시간이 없다,변함 없음,약간 증가,변함 없음,변함 없음,변함 없음,약간 감소,약간 증가,보관과 휴대가 편리해서,좋아하는 콘텐츠가 많아서,구매 이용,무료 이용
1787,1788,인천,33,여,전혀 읽지 않음,보통이다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,시간이 없다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
1788,1789,인천,47,여,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,읽을 만한 책이 없다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
1789,1790,인천,45,여,전혀 읽지 않음,보통이다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,시간이 없다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,약간 감소,변함 없음,-1,-1,-1,-1
1790,1791,인천,48,여,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,약간 감소,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
1791,1792,인천,62,여,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,시간이 없다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,약간 감소,변함 없음,-1,-1,-1,-1
1792,1793,인천,48,여,전혀 읽지 않음,보통이다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,약간 감소,변함 없음,-1,-1,-1,-1
1793,1794,인천,36,남,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,약간 감소,변함 없음,변함 없음,-1,-1,-1,-1
1794,1795,인천,67,남,일주일에 한두 번,약간 좋아한다,5,0,0,베스트셀러,"신문이나 잡지의 책 소개, 광고",직접 구입,집에 있는 책,"정치, 사회, 시사","역사, 지리",-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,집에서 멀다,변함 없음,변함 없음,변함 없음,변함 없음,약간 감소,변함 없음,변함 없음,-1,-1,-1,-1
