,학교구분,성별,학교 소재지,독서 빈도,독서장애요인1,독서장애요인2,도서 선택시 이용정보1,도서 선택시 이용정보2,도서 입수경로1,도서 입수경로2,초등 독서분야 선호도1,초등 독서분야 선호도2,초등 독서분야 선호도3,중고등 독서분야 선호도1,중고등 독서분야 선호도2,중고등 독서분야 선호도3,학교 밖 도서관이용경험,주이용 도서관 종류1,주이용 도서관 종류2,이용 이유,비이용 이유,연도,종이책 독서 빈도,전자책 독서 빈도,오디오북 이용 빈도,종이신문,인터넷신문,종이잡지,웹진,만화책,웹툰,독서선호도,월 평균 이용빈도,연 평균 이용빈도,평일 평균 독서시간(분),주말 평균 독서시간(분),종이_평일 평균 독서시간(분),종이_주말 평균 독서시간(분),전자_평일 평균 독서시간(분),전자_주말 평균 독서시간(분),오디오_평일 평균 독서시간(분),오디오_주말 평균 독서시간(분),종이책,전자책,웹소설,오디오북,총 독서량,도서관 방문,전자도서관 이용,전자책/오디오북/웹소설 구독
45,초등,남,전북,한 달에 한두 번,책읽기가 싫고 습관이 들지않아서,책읽기가 싫고 습관이 들지않아서,"서점, 도서관 등에서 책을 직접 보고",기타,집에 있는 책,부모님께서 구입,그림책,과학,취미,0,0,0,없다,0,0,0,원하는 책이 없다,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,보통이다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음
46,초등,남,전북,일주일에 한두 번,책읽기가 싫고 습관이 들지않아서,0,"서점, 도서관 등에서 책을 직접 보고",0,학교 도서관 대여,집에 있는 책,과학,사회,0,0,0,0,있다,공공도서관,작은도서관,독서 및 도서 대출,0,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,약간 싫어한다,0.0,약간 증가,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,약간 증가,변함 없음,변함 없음,변함 없음,매우 증가,매우 감소,변함 없음,변함 없음
47,초등,남,전북,매일,기타,학업 때문에 책읽을시간이 없어서,"서점, 도서관 등에서 책을 직접 보고",기타,부모님께서 구입,0,과학,"역사, 위인전",사회,0,0,0,있다,공공도서관,0,독서 및 도서 대출,0,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,매우 좋아한다,약간 증가,0.0,0.0,0.0,180.0,180.0,60.0,120.0,0.0,0.0,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음
48,초등,남,전북,한 달에 한두 번,"휴대전화,인터넷,텔레비전,게임 등을 이용해서",책읽기가 싫고 습관이 들지않아서,"가족, 선생님, 친구 추천","텔레비전이나 라디오의 책 소개, 광고",부모님께서 구입,0,취미,"연예, 오락, 스포츠",0,0,0,0,있다,공공도서관,0,독서 및 도서 대출,0,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,약간 싫어한다,매우 증가,0.0,0.0,0.0,30.0,10.0,0.0,0.0,0.0,0.0,약간 감소,변함 없음,변함 없음,변함 없음,약간 감소,약간 감소,변함 없음,변함 없음
49,초등,남,전북,전혀 읽지 않음,"휴대전화,인터넷,텔레비전,게임 등을 이용해서",책읽기가 싫고 습관이 들지않아서,"서점, 도서관 등에서 책을 직접 보고","가족, 선생님, 친구 추천",직접 구입,주위 사람에게 대여,"철학, 논리",그림책,0,0,0,0,없다,0,0,0,학업 등의 이유로 바빠서 이용할 시간이 없다,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,약간 싫어한다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,약간 증가,변함 없음,변함 없음,변함 없음,약간 증가,매우 감소,변함 없음,변함 없음
50,초등,남,전북,전혀 읽지 않음,책읽기가 싫고 습관이 들지않아서,책을 읽을만한 가정환경이 아니어서,0,0,0,0,0,0,0,0,0,0,없다,0,0,0,원하는 책이 없다,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,매우 싫어한다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음
51,초등,남,전남,일주일에 한두 번,책읽기가 싫고 습관이 들지않아서,어떤 책을 읽을지 몰라서,"서점, 도서관 등에서 책을 직접 보고","가족, 선생님, 친구 추천",직접 구입,집에 있는 책,그림책,"연예, 오락, 스포츠","역사, 위인전",0,0,0,있다,공공도서관,0,독서 및 도서 대출,0,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,약간 싫어한다,매우 감소,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음
52,초등,남,전남,몇 달에 한번,책읽기가 싫고 습관이 들지않아서,책읽기가 싫고 습관이 들지않아서,기타,0,학교 도서관 대여,0,과학,0,0,0,0,0,없다,0,0,0,책을 잘 읽지 않는다,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,매우 싫어한다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음
53,초등,남,전남,몇 달에 한번,책읽기가 싫고 습관이 들지않아서,"휴대전화,인터넷,텔레비전,게임 등을 이용해서","유튜브, 책방송 팟캐스트의 책 소개","드라마, 영화의 원작",직접 구입,0,그림책,기타,동화/소설,0,0,0,없다,0,0,0,원하는 책이 없다,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,약간 싫어한다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음
54,초등,남,전남,일주일에 한두 번,책읽기가 싫고 습관이 들지않아서,책을 읽고 이해하기가 어려워서,"서점, 도서관 등에서 책을 직접 보고","가족, 선생님, 친구 추천",부모님께서 구입,집에 있는 책,"역사, 위인전",그림책,과학,0,0,0,없다,0,0,0,주로 학교도서관을 이용한다,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,보통이다,0.0,0.0,0.0,0.0,120.0,120.0,0.0,0.0,0.0,0.0,매우 증가,변함 없음,변함 없음,변함 없음,매우 증가,약간 증가,변함 없음,변함 없음
55,초등,남,전남,매일,읽을 만한 책이 없어서,책읽기가 싫고 습관이 들지않아서,"서점, 도서관 등에서 책을 직접 보고",기타,학교 밖 도서관 대여,집에 있는 책,과학,기타,종교,0,0,0,있다,공공도서관,어린이도서관,독서 및 도서 대출,0,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,보통이다,약간 감소,0.0,0.0,0.0,60.0,120.0,0.0,0.0,0.0,0.0,약간 증가,변함 없음,변함 없음,변함 없음,약간 증가,매우 증가,변함 없음,변함 없음
56,초등,남,전남,몇 달에 한번,책읽기가 싫고 습관이 들지않아서,"휴대전화,인터넷,텔레비전,게임 등을 이용해서",베스트셀러,"유명인, 전문가 추천",부모님께서 구입,학교 도서관 대여,취미,그림책,동화/소설,0,0,0,있다,공공도서관,어린이도서관,독서 및 도서 대출,0,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,약간 싫어한다,0.0,매우 증가,0.0,0.0,30.0,20.0,0.0,0.0,0.0,0.0,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,매우 감소,변함 없음,변함 없음
57,초등,남,전남,매일,책읽기가 싫고 습관이 들지않아서,0,"서점, 도서관 등에서 책을 직접 보고",베스트셀러,부모님께서 구입,집에 있는 책,"역사, 위인전",동화/소설,과학,0,0,0,있다,작은도서관,공공도서관,독서 및 도서 대출,0,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,약간 싫어한다,약간 증가,0.0,0.0,0.0,30.0,30.0,90.0,90.0,0.0,0.0,약간 감소,매우 증가,변함 없음,변함 없음,약간 증가,약간 증가,변함 없음,변함 없음
58,초등,남,전남,일주일에 한두 번,"휴대전화,인터넷,텔레비전,게임 등을 이용해서",0,기타,"가족, 선생님, 친구 추천",집에 있는 책,0,기타,동화/소설,그림책,0,0,0,없다,0,0,0,원하는 책이 없다,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,약간 좋아한다,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,변함 없음,변함 없음,변함 없음,변함 없음,약간 감소,변함 없음,변함 없음,변함 없음
59,초등,남,전남,한 달에 한두 번,어떤 책을 읽을지 몰라서,읽을 만한 책이 없어서,"가족, 선생님, 친구 추천","드라마, 영화의 원작",집에 있는 책,부모님께서 구입,그림책,"역사, 위인전",취미,0,0,0,있다,공공도서관,작은도서관,독서 및 도서 대출,0,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,매우 싫어한다,매우 증가,0.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,약간 증가,매우 감소,매우 감소,매우 감소,약간 증가,약간 증가,매우 감소,매우 감소
60,초등,남,전남,일주일에 한두 번,어떤 책을 읽을지 몰라서,0,"신문이나 잡지의 책 소개, 광고","유명인, 전문가 추천",부모님께서 구입,집에 있는 책,사회,"예술, 문화","연예, 오락, 스포츠",0,0,0,없다,0,0,0,주로 학교도서관을 이용한다,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,보통이다,0.0,0.0,0.0,0.0,60.0,35.0,0.0,0.0,0.0,0.0,약간 증가,변함 없음,변함 없음,변함 없음,약간 증가,약간 증가,변함 없음,변함 없음
61,초등,남,전남,한 달에 한두 번,책읽기가 싫고 습관이 들지않아서,책읽기가 싫고 습관이 들지않아서,"서점, 도서관 등에서 책을 직접 보고","가족, 선생님, 친구 추천",학교 도서관 대여,집에 있는 책,취미,사회,"예술, 문화",0,0,0,있다,어린이도서관,기타,독서 및 도서 대출,0,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,약간 싫어한다,0.0,0.0,0.0,0.0,70.0,80.0,0.0,0.0,0.0,0.0,약간 증가,변함 없음,변함 없음,변함 없음,약간 증가,변함 없음,변함 없음,변함 없음
62,초등,남,전남,한 달에 한두 번,책읽기가 싫고 습관이 들지않아서,"휴대전화,인터넷,텔레비전,게임 등을 이용해서","서점, 도서관 등에서 책을 직접 보고","가족, 선생님, 친구 추천",선물받은 책,학교 도서관 대여,그림책,동화/소설,취미,0,0,0,있다,공공도서관,작은도서관,독서 및 도서 대출,0,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,약간 싫어한다,매우 증가,0.0,0.0,0.0,60.0,90.0,0.0,0.0,0.0,0.0,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,약간 증가,변함 없음
63,초등,남,전남,매일,학업 때문에 책읽을시간이 없어서,"휴대전화,인터넷,텔레비전,게임 등을 이용해서","서점, 도서관 등에서 책을 직접 보고","가족, 선생님, 친구 추천",집에 있는 책,학교 도서관 대여,그림책,"역사, 위인전",과학,0,0,0,없다,0,0,0,주로 학교도서관을 이용한다,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,약간 좋아한다,0.0,0.0,0.0,0.0,60.0,120.0,60.0,150.0,0.0,0.0,약간 증가,변함 없음,약간 증가,변함 없음,약간 증가,약간 증가,변함 없음,변함 없음
64,초등,남,전남,매일,책읽기가 싫고 습관이 들지않아서,책읽기가 싫고 습관이 들지않아서,"유튜브, 책방송 팟캐스트의 책 소개","가족, 선생님, 친구 추천",집에 있는 책,0,"역사, 위인전",그림책,0,0,0,0,없다,0,0,0,책을 잘 읽지 않는다,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,매우 싫어한다,0.0,0.0,0.0,0.0,60.0,60.0,0.0,0.0,0.0,0.0,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음
65,초등,남,경북,한 달에 한두 번,"휴대전화,인터넷,텔레비전,게임 등을 이용해서",책읽기가 싫고 습관이 들지않아서,각종 기관의 추천도서,0,부모님께서 구입,집에 있는 책,동화/소설,"역사, 위인전",그림책,0,0,0,있다,공공도서관,어린이도서관,독서 및 도서 대출,0,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,약간 싫어한다,매우 증가,0.0,0.0,0.0,60.0,90.0,0.0,0.0,0.0,0.0,약간 증가,매우 감소,매우 감소,매우 감소,변함 없음,변함 없음,매우 감소,매우 감소
66,초등,남,경북,일주일에 한두 번,책읽기가 싫고 습관이 들지않아서,책읽기가 싫고 습관이 들지않아서,"가족, 선생님, 친구 추천",베스트셀러,학교 밖 도서관 대여,집에 있는 책,동화/소설,"역사, 위인전","연예, 오락, 스포츠",0,0,0,있다,작은도서관,공공도서관,독서 및 도서 대출,0,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,보통이다,10.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,약간 감소,변함 없음,변함 없음,변함 없음,변함 없음,매우 증가,변함 없음,변함 없음
67,초등,남,경북,한 달에 한두 번,어떤 책을 읽을지 몰라서,읽을 만한 책이 없어서,"가족, 선생님, 친구 추천","서점, 도서관 등에서 책을 직접 보고",부모님께서 구입,집에 있는 책,그림책,동화/소설,"예술, 문화",0,0,0,없다,0,0,0,읽을 만한 책이 없다,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,보통이다,0.0,0.0,0.0,0.0,30.0,60.0,25.0,30.0,25.0,30.0,약간 증가,변함 없음,변함 없음,변함 없음,변함 없음,약간 증가,변함 없음,변함 없음
68,초등,남,경북,매일,학업 때문에 책읽을시간이 없어서,기타,"서점, 도서관 등에서 책을 직접 보고",각종 기관의 추천도서,학교 밖 도서관 대여,집에 있는 책,"역사, 위인전","철학, 논리",그림책,0,0,0,없다,0,0,0,원하는 책이 없다,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,매우 좋아한다,0.0,0.0,0.0,0.0,120.0,90.0,10.0,10.0,0.0,0.0,매우 증가,매우 증가,매우 증가,매우 감소,매우 증가,매우 증가,매우 증가,매우 증가
69,초등,남,경북,일주일에 한두 번,책읽기가 싫고 습관이 들지않아서,어떤 책을 읽을지 몰라서,"가족, 선생님, 친구 추천","인터넷의 책 소개, 광고",부모님께서 구입,집에 있는 책,과학,동화/소설,그림책,0,0,0,없다,0,0,0,학업 등의 이유로 바빠서 이용할 시간이 없다,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,보통이다,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,약간 증가,매우 감소,매우 감소,매우 감소,약간 감소,약간 감소,매우 감소,매우 감소
70,초등,남,경북,매일,학업 때문에 책읽을시간이 없어서,기타,"서점, 도서관 등에서 책을 직접 보고",기타,집에 있는 책,부모님께서 구입,"역사, 위인전",동화/소설,그림책,0,0,0,있다,기타,공공도서관,독서 및 도서 대출,0,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,매우 좋아한다,0.0,변함 없음,0.0,0.0,50.0,60.0,0.0,0.0,0.0,0.0,매우 증가,매우 감소,매우 감소,매우 감소,매우 증가,매우 감소,매우 감소,매우 감소
71,초등,남,경북,일주일에 한두 번,책읽기가 싫고 습관이 들지않아서,책읽기가 싫고 습관이 들지않아서,"서점, 도서관 등에서 책을 직접 보고","가족, 선생님, 친구 추천",집에 있는 책,학교 도서관 대여,그림책,동화/소설,취미,0,0,0,없다,0,0,0,책을 잘 읽지 않는다,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,보통이다,0.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,변함 없음,약간 감소,약간 감소,약간 감소,약간 증가,변함 없음,매우 감소,변함 없음
72,초등,남,경북,일주일에 한두 번,책읽기가 싫고 습관이 들지않아서,책을 읽고 이해하기가 어려워서,"가족, 선생님, 친구 추천","서점, 도서관 등에서 책을 직접 보고",집에 있는 책,부모님께서 구입,그림책,"역사, 위인전",동화/소설,0,0,0,없다,0,0,0,집에서 멀다,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,약간 좋아한다,0.0,0.0,0.0,0.0,40.0,30.0,20.0,30.0,50.0,40.0,약간 증가,매우 감소,약간 감소,매우 감소,약간 증가,매우 감소,매우 감소,변함 없음
73,초등,남,경북,일주일에 한두 번,기타,"휴대전화,인터넷,텔레비전,게임 등을 이용해서","가족, 선생님, 친구 추천",베스트셀러,주위 사람에게 대여,부모님께서 구입,동화/소설,"역사, 위인전","연예, 오락, 스포츠",0,0,0,없다,0,0,0,학업 등의 이유로 바빠서 이용할 시간이 없다,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,보통이다,0.0,0.0,0.0,0.0,73.0,110.0,120.0,170.0,40.0,60.0,약간 증가,약간 감소,변함 없음,매우 감소,약간 증가,매우 감소,매우 감소,변함 없음
74,초등,남,경북,매일,책읽기가 싫고 습관이 들지않아서,어떤 책을 읽을지 몰라서,"신문이나 잡지의 책 소개, 광고",기타,학교 밖 도서관 대여,부모님께서 구입,취미,동화/소설,그림책,0,0,0,있다,공공도서관,작은도서관,독서 및 도서 대출,0,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,약간 좋아한다,20.0,0.0,0.0,0.0,120.0,180.0,0.0,0.0,0.0,0.0,매우 증가,약간 증가,매우 증가,약간 감소,매우 증가,약간 증가,변함 없음,약간 감소
75,초등,남,경북,한 달에 한두 번,"휴대전화,인터넷,텔레비전,게임 등을 이용해서",책읽기가 싫고 습관이 들지않아서,"유명인, 전문가 추천",베스트셀러,직접 구입,부모님께서 구입,"연예, 오락, 스포츠","역사, 위인전",사회,0,0,0,있다,공공도서관,작은도서관,숙제에 필요한 자료조사,0,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,약간 좋아한다,변함 없음,0.0,0.0,0.0,40.0,90.0,80.0,130.0,0.0,0.0,매우 증가,매우 감소,매우 증가,매우 감소,변함 없음,매우 감소,매우 감소,매우 감소
76,초등,남,경북,일주일에 한두 번,책을 읽고 이해하기가 어려워서,책을 빌릴 곳이 없어서,"서점, 도서관 등에서 책을 직접 보고","가족, 선생님, 친구 추천",직접 구입,부모님께서 구입,취미,과학,"역사, 위인전",0,0,0,없다,0,0,0,읽을 만한 책이 없다,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,보통이다,0.0,0.0,0.0,0.0,30.0,30.0,10.0,30.0,15.0,30.0,약간 감소,약간 감소,약간 감소,약간 감소,약간 감소,매우 감소,매우 감소,매우 감소
77,초등,남,경북,매일,기타,학업 때문에 책읽을시간이 없어서,각종 기관의 추천도서,"가족, 선생님, 친구 추천",부모님께서 구입,집에 있는 책,"역사, 위인전",자기계발서,사회,0,0,0,있다,공공도서관,어린이도서관,독서 및 도서 대출,0,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,약간 좋아한다,매우 증가,0.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,약간 증가,변함 없음,변함 없음,변함 없음,변함 없음,약간 증가,약간 증가,변함 없음
78,초등,남,경북,몇 달에 한번,책읽기가 싫고 습관이 들지않아서,책읽기가 싫고 습관이 들지않아서,"가족, 선생님, 친구 추천","드라마, 영화의 원작",집에 있는 책,주위 사람에게 대여,그림책,"연예, 오락, 스포츠","예술, 문화",0,0,0,없다,0,0,0,책을 잘 읽지 않는다,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,약간 싫어한다,0.0,0.0,0.0,0.0,20.0,10.0,0.0,0.0,0.0,0.0,변함 없음,변함 없음,변함 없음,변함 없음,약간 증가,변함 없음,변함 없음,변함 없음
79,초등,남,경북,일주일에 한두 번,어떤 책을 읽을지 몰라서,읽을 만한 책이 없어서,"가족, 선생님, 친구 추천","인터넷의 책 소개, 광고",부모님께서 구입,집에 있는 책,과학,"철학, 논리","예술, 문화",0,0,0,없다,0,0,0,학업 등의 이유로 바빠서 이용할 시간이 없다,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,약간 싫어한다,0.0,0.0,0.0,0.0,90.0,90.0,0.0,0.0,0.0,0.0,약간 증가,변함 없음,변함 없음,변함 없음,약간 감소,변함 없음,변함 없음,변함 없음
80,초등,남,경북,매일,책읽기가 싫고 습관이 들지않아서,책을 읽고 이해하기가 어려워서,기타,"서점, 도서관 등에서 책을 직접 보고",선물받은 책,0,그림책,0,0,0,0,0,있다,공공도서관,0,행사 참여,0,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,보통이다,매우 증가,0.0,0.0,0.0,10.0,60.0,10.0,10.0,120.0,10.0,약간 증가,매우 감소,매우 감소,약간 감소,매우 증가,약간 증가,변함 없음,변함 없음
