,학교구분,성별,학교 소재지,독서 빈도,독서장애요인1,독서장애요인2,도서 선택시 이용정보1,도서 선택시 이용정보2,도서 입수경로1,도서 입수경로2,초등 독서분야 선호도1,초등 독서분야 선호도2,초등 독서분야 선호도3,중고등 독서분야 선호도1,중고등 독서분야 선호도2,중고등 독서분야 선호도3,학교 밖 도서관이용경험,주이용 도서관 종류1,주이용 도서관 종류2,이용 이유,비이용 이유,연도,독서선호도,월 평균 이용빈도,연 평균 이용빈도,평일 평균 독서시간(분),주말 평균 독서시간(분),종이_평일 평균 독서시간(분),종이_주말 평균 독서시간(분),전자_평일 평균 독서시간(분),전자_주말 평균 독서시간(분),오디오_평일 평균 독서시간(분),오디오_주말 평균 독서시간(분)
68,초등,남,제주,일주일에 한두 번,학업 때문에 책읽을시간이 없어서,읽을 만한 책이 없어서,"서점, 도서관 등에서 책을 직접 보고","가족, 선생님, 친구 추천",직접 구입,집에 있는 책,취미,"연예, 오락, 스포츠",동화/소설,0,0,0,없다,0,0,0,집에서 멀다,2017,0.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
69,초등,남,제주,매일,학업 때문에 책읽을시간이 없어서,책을 읽을만한 가정환경이 아니어서,"서점, 도서관 등에서 책을 직접 보고","가족, 선생님, 친구 추천",학교 밖 도서관 대여,0,동화/소설,사회,그림책,0,0,0,있다,공공도서관,작은도서관,독서 및 도서 대출,0,2017,0.0,0.0,0.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0
70,초등,남,제주,일주일에 한두 번,학업 때문에 책읽을시간이 없어서,어떤 책을 읽을지 몰라서,"서점, 도서관 등에서 책을 직접 보고",기타,학교 밖 도서관 대여,직접 구입,그림책,과학,동시/시,0,0,0,있다,공공도서관,기타,독서 및 도서 대출,0,2017,0.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
71,초등,남,제주,매일,학업 때문에 책읽을시간이 없어서,부모님이 책읽는 것을 공부라고 생각하지 않으셔서,"서점, 도서관 등에서 책을 직접 보고",베스트셀러,학교 밖 도서관 대여,집에 있는 책,동화/소설,자기계발서,취미,0,0,0,있다,공공도서관,작은도서관,기타,0,2017,0.0,0.0,0.0,30.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0
72,초등,남,제주,일주일에 한두 번,학업 때문에 책읽을시간이 없어서,책읽기가 싫고 습관이 들지않아서,"가족, 선생님, 친구 추천","서점, 도서관 등에서 책을 직접 보고",학교 밖 도서관 대여,부모님께서 구입,"역사, 위인전",동화/소설,그림책,0,0,0,있다,공공도서관,작은도서관,독서 및 도서 대출,0,2017,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,초등,남,제주,일주일에 한두 번,읽을 만한 책이 없어서,책읽기가 싫고 습관이 들지않아서,"서점, 도서관 등에서 책을 직접 보고",기타,집에 있는 책,학교 밖 도서관 대여,동화/소설,"연예, 오락, 스포츠",과학,0,0,0,있다,공공도서관,작은도서관,독서 및 도서 대출,0,2017,0.0,0.0,0.0,10.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
74,초등,남,제주,매일,책을 읽고 이해하기가 어려워서,어떤 책을 읽을지 몰라서,"서점, 도서관 등에서 책을 직접 보고","텔레비전이나 라디오의 책 소개, 광고",집에 있는 책,부모님께서 구입,동화/소설,"역사, 위인전",그림책,0,0,0,있다,공공도서관,어린이도서관,독서 및 도서 대출,0,2017,0.0,0.0,0.0,90.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0
75,초등,남,제주,몇 달에 한번,책읽기가 싫고 습관이 들지않아서,"휴대전화,인터넷,텔레비전,게임 등을 이용해서",기타,"가족, 선생님, 친구 추천",집에 있는 책,학교 도서관 대여,"연예, 오락, 스포츠",그림책,"역사, 위인전",0,0,0,없다,0,0,0,주로 학교도서관을 이용한다,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,초등,남,제주,매일,학업 때문에 책읽을시간이 없어서,기타,"서점, 도서관 등에서 책을 직접 보고",기타,집에 있는 책,0,과학,기타,취미,0,0,0,있다,어린이도서관,공공도서관,독서 및 도서 대출,0,2017,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,초등,남,제주,일주일에 한두 번,"휴대전화,인터넷,텔레비전,게임 등을 이용해서",책읽기가 싫고 습관이 들지않아서,"서점, 도서관 등에서 책을 직접 보고","인터넷의 책 소개, 광고",집에 있는 책,부모님께서 구입,"역사, 위인전",사회,취미,0,0,0,있다,작은도서관,공공도서관,독서 및 도서 대출,0,2017,0.0,0.0,0.0,30.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0
78,초등,남,제주,일주일에 한두 번,학업 때문에 책읽을시간이 없어서,읽을 만한 책이 없어서,"서점, 도서관 등에서 책을 직접 보고","인터넷의 책 소개, 광고",학교 밖 도서관 대여,0,동화/소설,과학,취미,0,0,0,있다,공공도서관,어린이도서관,독서 및 도서 대출,0,2017,0.0,0.0,0.0,120.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0
79,초등,남,제주,일주일에 한두 번,책읽기가 싫고 습관이 들지않아서,기타,"서점, 도서관 등에서 책을 직접 보고","가족, 선생님, 친구 추천",부모님께서 구입,0,"연예, 오락, 스포츠",과학,"역사, 위인전",0,0,0,있다,공공도서관,어린이도서관,숙제에 필요한 자료조사,0,2017,0.0,0.0,0.0,120.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0
80,초등,남,제주,일주일에 한두 번,학업 때문에 책읽을시간이 없어서,읽을 만한 책이 없어서,"서점, 도서관 등에서 책을 직접 보고","유명인, 전문가 추천",집에 있는 책,부모님께서 구입,취미,과학,동화/소설,0,0,0,없다,0,0,0,학업 등의 이유로 바빠서 이용할 시간이 없다,2017,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,초등,남,제주,일주일에 한두 번,"휴대전화,인터넷,텔레비전,게임 등을 이용해서",책읽기가 싫고 습관이 들지않아서,기타,"드라마, 영화의 원작",기타,부모님께서 구입,동화/소설,종교,그림책,0,0,0,있다,어린이도서관,공공도서관,독서 및 도서 대출,0,2017,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,초등,남,부산,매일,읽을 만한 책이 없어서,책을 빌릴 곳이 없어서,"가족, 선생님, 친구 추천","드라마, 영화의 원작",직접 구입,학교 도서관 대여,동화/소설,사회,"역사, 위인전",0,0,0,있다,공공도서관,어린이도서관,독서 및 도서 대출,0,2017,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
83,초등,남,부산,매일,독서가 필요하다고 생각하지 않아서,어떤 책을 읽을지 몰라서,기타,베스트셀러,부모님께서 구입,0,기타,과학,0,0,0,0,있다,기타,0,기타,0,2017,0.0,0.0,0.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0
84,초등,남,부산,매일,책읽기가 싫고 습관이 들지않아서,"휴대전화,인터넷,텔레비전,게임 등을 이용해서","가족, 선생님, 친구 추천","인터넷의 책 소개, 광고",부모님께서 구입,학교 도서관 대여,기타,취미,동화/소설,0,0,0,있다,어린이도서관,기타,시험 공부,0,2017,0.0,0.0,0.0,60.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0
85,초등,남,부산,일주일에 한두 번,어떤 책을 읽을지 몰라서,책을 읽고 이해하기가 어려워서,"서점, 도서관 등에서 책을 직접 보고",기타,부모님께서 구입,집에 있는 책,기타,과학,"연예, 오락, 스포츠",0,0,0,있다,어린이도서관,공공도서관,숙제에 필요한 자료조사,0,2017,0.0,0.0,0.0,30.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0
86,초등,남,부산,매일,책읽기가 싫고 습관이 들지않아서,어떤 책을 읽을지 몰라서,"서점, 도서관 등에서 책을 직접 보고","유명인, 전문가 추천",직접 구입,구입하지 않고 서점에서 독서,"역사, 위인전",사회,그림책,0,0,0,있다,공공도서관,작은도서관,독서 및 도서 대출,0,2017,0.0,0.0,0.0,60.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0
87,초등,남,부산,일주일에 한두 번,학업 때문에 책읽을시간이 없어서,읽을 만한 책이 없어서,"서점, 도서관 등에서 책을 직접 보고","신문이나 잡지의 책 소개, 광고",학교 도서관 대여,직접 구입,"연예, 오락, 스포츠",과학,취미,0,0,0,있다,기타,작은도서관,독서 및 도서 대출,0,2017,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,초등,남,부산,매일,"휴대전화,인터넷,텔레비전,게임 등을 이용해서",어떤 책을 읽을지 몰라서,"서점, 도서관 등에서 책을 직접 보고","텔레비전이나 라디오의 책 소개, 광고",직접 구입,부모님께서 구입,동화/소설,"연예, 오락, 스포츠",과학,0,0,0,있다,공공도서관,어린이도서관,독서 및 도서 대출,0,2017,0.0,0.0,0.0,60.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0
89,초등,남,부산,일주일에 한두 번,"휴대전화,인터넷,텔레비전,게임 등을 이용해서",책읽기가 싫고 습관이 들지않아서,"텔레비전이나 라디오의 책 소개, 광고","서점, 도서관 등에서 책을 직접 보고",부모님께서 구입,직접 구입,과학,기타,"철학, 논리",0,0,0,있다,공공도서관,작은도서관,독서 및 도서 대출,0,2017,0.0,0.0,0.0,30.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0
90,초등,남,부산,일주일에 한두 번,"휴대전화,인터넷,텔레비전,게임 등을 이용해서",책읽기가 싫고 습관이 들지않아서,"서점, 도서관 등에서 책을 직접 보고",기타,구입하지 않고 서점에서 독서,직접 구입,"역사, 위인전",과학,기타,0,0,0,있다,공공도서관,기타,독서 및 도서 대출,0,2017,0.0,0.0,0.0,121.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0
91,초등,남,부산,일주일에 한두 번,학업 때문에 책읽을시간이 없어서,부모님이 책읽는 것을 공부라고 생각하지 않으셔서,"서점, 도서관 등에서 책을 직접 보고","신문이나 잡지의 책 소개, 광고",직접 구입,집에 있는 책,그림책,"연예, 오락, 스포츠",취미,0,0,0,있다,공공도서관,작은도서관,독서 및 도서 대출,0,2017,0.0,0.0,0.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0
92,초등,남,부산,일주일에 한두 번,"휴대전화,인터넷,텔레비전,게임 등을 이용해서",읽을 만한 책이 없어서,"서점, 도서관 등에서 책을 직접 보고","인터넷의 책 소개, 광고",직접 구입,학교 도서관 대여,"연예, 오락, 스포츠",취미,과학,0,0,0,있다,작은도서관,공공도서관,독서 및 도서 대출,0,2017,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,초등,남,대구,일주일에 한두 번,학업 때문에 책읽을시간이 없어서,"휴대전화,인터넷,텔레비전,게임 등을 이용해서","서점, 도서관 등에서 책을 직접 보고","신문이나 잡지의 책 소개, 광고",직접 구입,기타,"연예, 오락, 스포츠",기타,그림책,0,0,0,없다,0,0,0,기타,2017,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0
94,초등,남,대구,일주일에 한두 번,학업 때문에 책읽을시간이 없어서,어떤 책을 읽을지 몰라서,"서점, 도서관 등에서 책을 직접 보고","인터넷의 책 소개, 광고",직접 구입,주위 사람에게 대여,"연예, 오락, 스포츠",취미,"역사, 위인전",0,0,0,있다,어린이도서관,작은도서관,독서 및 도서 대출,0,2017,0.0,0.0,0.0,30.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0
95,초등,남,대구,한 달에 한두 번,학업 때문에 책읽을시간이 없어서,기타,0,0,직접 구입,학교 도서관 대여,"역사, 위인전","연예, 오락, 스포츠",그림책,0,0,0,없다,0,0,0,주로 학교도서관을 이용한다,2017,0.0,0.0,0.0,30.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0
96,초등,남,대구,일주일에 한두 번,학업 때문에 책읽을시간이 없어서,기타,"신문이나 잡지의 책 소개, 광고","인터넷의 책 소개, 광고",직접 구입,주위 사람에게 대여,"역사, 위인전",그림책,"연예, 오락, 스포츠",0,0,0,없다,0,0,0,학업 등의 이유로 바빠서 이용할 시간이 없다,2017,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,초등,남,대구,매일,학업 때문에 책읽을시간이 없어서,기타,"인터넷의 책 소개, 광고",각종 기관의 추천도서,학교 밖 도서관 대여,학교 도서관 대여,과학,기타,취미,0,0,0,있다,공공도서관,어린이도서관,독서 및 도서 대출,0,2017,0.0,0.0,0.0,60.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0
98,초등,남,대구,일주일에 한두 번,학업 때문에 책읽을시간이 없어서,책읽기가 싫고 습관이 들지않아서,"서점, 도서관 등에서 책을 직접 보고","가족, 선생님, 친구 추천",학교 도서관 대여,집에 있는 책,"역사, 위인전","연예, 오락, 스포츠",취미,0,0,0,없다,0,0,0,기타,2017,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
99,초등,남,대구,일주일에 한두 번,"휴대전화,인터넷,텔레비전,게임 등을 이용해서","휴대전화,인터넷,텔레비전,게임 등을 이용해서","서점, 도서관 등에서 책을 직접 보고","인터넷의 책 소개, 광고",주위 사람에게 대여,학교 도서관 대여,기타,"연예, 오락, 스포츠",그림책,0,0,0,있다,기타,공공도서관,기타,0,2017,0.0,0.0,0.0,60.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
100,초등,남,대구,일주일에 한두 번,읽을 만한 책이 없어서,학업 때문에 책읽을시간이 없어서,"텔레비전이나 라디오의 책 소개, 광고",기타,집에 있는 책,부모님께서 구입,사회,"연예, 오락, 스포츠","역사, 위인전",0,0,0,있다,공공도서관,작은도서관,독서 및 도서 대출,0,2017,0.0,0.0,0.0,60.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
101,초등,남,대구,무응답,책읽기가 싫고 습관이 들지않아서,읽을 만한 책이 없어서,각종 기관의 추천도서,베스트셀러,직접 구입,주위 사람에게 대여,기타,과학,"연예, 오락, 스포츠",0,0,0,있다,어린이도서관,공공도서관,독서 및 도서 대출,0,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,초등,남,대구,일주일에 한두 번,책읽기가 싫고 습관이 들지않아서,"휴대전화,인터넷,텔레비전,게임 등을 이용해서",SNS 책 소개,베스트셀러,학교 도서관 대여,0,"연예, 오락, 스포츠",과학,취미,0,0,0,없다,0,0,0,집에서 멀다,2017,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
103,초등,남,대구,매일,책읽기가 싫고 습관이 들지않아서,"휴대전화,인터넷,텔레비전,게임 등을 이용해서","유명인, 전문가 추천",기타,집에 있는 책,부모님께서 구입,"역사, 위인전",사회,"연예, 오락, 스포츠",0,0,0,없다,0,0,0,집에서 멀다,2017,0.0,0.0,0.0,180.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0
104,초등,남,대구,일주일에 한두 번,"휴대전화,인터넷,텔레비전,게임 등을 이용해서","휴대전화,인터넷,텔레비전,게임 등을 이용해서","서점, 도서관 등에서 책을 직접 보고","가족, 선생님, 친구 추천",학교 도서관 대여,직접 구입,"역사, 위인전","연예, 오락, 스포츠",사회,0,0,0,있다,기타,0,독서 및 도서 대출,0,2017,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
105,초등,남,대구,일주일에 한두 번,학업 때문에 책읽을시간이 없어서,읽을 만한 책이 없어서,"가족, 선생님, 친구 추천",기타,직접 구입,부모님께서 구입,"철학, 논리","예술, 문화",그림책,0,0,0,없다,0,0,0,학업 등의 이유로 바빠서 이용할 시간이 없다,2017,0.0,0.0,0.0,60.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0
106,초등,남,대구,일주일에 한두 번,읽을 만한 책이 없어서,기타,"유명인, 전문가 추천","서점, 도서관 등에서 책을 직접 보고",직접 구입,주위 사람에게 대여,"연예, 오락, 스포츠","역사, 위인전",그림책,0,0,0,없다,0,0,0,학업 등의 이유로 바빠서 이용할 시간이 없다,2017,0.0,0.0,0.0,90.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0
107,초등,남,대구,일주일에 한두 번,학업 때문에 책읽을시간이 없어서,책을 읽고 이해하기가 어려워서,"서점, 도서관 등에서 책을 직접 보고","인터넷의 책 소개, 광고",집에 있는 책,0,취미,동화/소설,"철학, 논리",0,0,0,없다,0,0,0,기타,2017,0.0,0.0,0.0,80.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
108,초등,남,대구,일주일에 한두 번,학업 때문에 책읽을시간이 없어서,책을 읽고 이해하기가 어려워서,"서점, 도서관 등에서 책을 직접 보고",각종 기관의 추천도서,학교 도서관 대여,0,"역사, 위인전",동화/소설,사회,0,0,0,없다,0,0,0,기타,2017,0.0,0.0,0.0,110.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0
109,초등,남,대구,몇 달에 한번,책읽기가 싫고 습관이 들지않아서,"휴대전화,인터넷,텔레비전,게임 등을 이용해서","서점, 도서관 등에서 책을 직접 보고","유명인, 전문가 추천",학교 도서관 대여,0,동화/소설,"역사, 위인전",동화/소설,0,0,0,없다,0,0,0,집에서 멀다,2017,0.0,0.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
110,초등,남,대구,매일,책읽기가 싫고 습관이 들지않아서,어떤 책을 읽을지 몰라서,"서점, 도서관 등에서 책을 직접 보고",베스트셀러,직접 구입,학교 도서관 대여,동화/소설,"연예, 오락, 스포츠",취미,0,0,0,있다,공공도서관,0,독서 및 도서 대출,0,2017,0.0,0.0,0.0,70.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
111,초등,남,대구,매일,책을 읽고 이해하기가 어려워서,어떤 책을 읽을지 몰라서,베스트셀러,"가족, 선생님, 친구 추천",집에 있는 책,0,취미,동화/소설,"역사, 위인전",0,0,0,있다,공공도서관,어린이도서관,독서 및 도서 대출,0,2017,0.0,0.0,0.0,90.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0
112,초등,남,대구,일주일에 한두 번,학업 때문에 책읽을시간이 없어서,읽을 만한 책이 없어서,"서점, 도서관 등에서 책을 직접 보고","가족, 선생님, 친구 추천",부모님께서 구입,주위 사람에게 대여,과학,"연예, 오락, 스포츠",취미,0,0,0,없다,0,0,0,학업 등의 이유로 바빠서 이용할 시간이 없다,2017,0.0,0.0,0.0,90.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0
113,초등,남,대구,일주일에 한두 번,학업 때문에 책읽을시간이 없어서,읽을 만한 책이 없어서,기타,"서점, 도서관 등에서 책을 직접 보고",주위 사람에게 대여,부모님께서 구입,기타,사회,"역사, 위인전",0,0,0,있다,작은도서관,어린이도서관,독서 및 도서 대출,0,2017,0.0,0.0,0.0,180.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
114,초등,남,대구,일주일에 한두 번,어떤 책을 읽을지 몰라서,책을 읽고 이해하기가 어려워서,"가족, 선생님, 친구 추천","서점, 도서관 등에서 책을 직접 보고",직접 구입,집에 있는 책,그림책,동화/소설,"연예, 오락, 스포츠",0,0,0,있다,공공도서관,작은도서관,독서 및 도서 대출,0,2017,0.0,0.0,0.0,70.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0
115,초등,남,대구,몇 달에 한번,학업 때문에 책읽을시간이 없어서,기타,"텔레비전이나 라디오의 책 소개, 광고","드라마, 영화의 원작",집에 있는 책,기타,"연예, 오락, 스포츠",기타,취미,0,0,0,없다,0,0,0,유익한 프로그램이 부족하다,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
